publication_number,title,abstract,filing_date,publication_date,patent_text
US-2021073990-A1,"Apparatus for quality management of medical image interpretation using machine learning, and method thereof","Provided are a computerized image interpretation method and a device for analyzing a medical image. The image interpretation method may include receiving, at a processor, a medical image, and receiving report information including a healthcare worker&#39;s judgement result of the medical image. The method may also include generating, at the processor, result information representing correspondence between first lesion information, which is related to a lesion in the medical image acquired on the basis of the medical image, and second lesion information, which is related to a lesion in the medical image acquired on the basis of the report information, by applying the first lesion information and the second lesion information to a third analysis model. The method may further include outputting, at the processor, the result information.",20201016,20210311,"Apparatus for quality management of medical image interpretation using machine learning, and method thereof. Provided are a computerized image interpretation method and a device for analyzing a medical image. The image interpretation method may include receiving, at a processor, a medical image, and receiving report information including a healthcare worker&#39;s judgement result of the medical image. The method may also include generating, at the processor, result information representing correspondence between first lesion information, which is related to a lesion in the medical image acquired on the basis of the medical image, and second lesion information, which is related to a lesion in the medical image acquired on the basis of the report information, by applying the first lesion information and the second lesion information to a third analysis model. The method may further include outputting, at the processor, the result information."
US-2021075887-A1,Artificial intelligence-powered diagram-to-deployment converter,"A method includes receiving architecture instructions for a plurality of microservices, the architecture instructions comprising one or more design parameters for one or more of the plurality of microservices. The method also includes generating, by a processing device, in view of a machine learning model, a deployment configuration for the architecture instructions, wherein the deployment configuration comprises one or more deployment parameters in view of the one or more design parameters. The method also includes receiving an update to the deployment configuration. The method also includes response to receiving the update, modifying the architecture instructions to reflect the update to the deployment configuration.",20190909,20210311,"Artificial intelligence-powered diagram-to-deployment converter. A method includes receiving architecture instructions for a plurality of microservices, the architecture instructions comprising one or more design parameters for one or more of the plurality of microservices. The method also includes generating, by a processing device, in view of a machine learning model, a deployment configuration for the architecture instructions, wherein the deployment configuration comprises one or more deployment parameters in view of the one or more design parameters. The method also includes receiving an update to the deployment configuration. The method also includes response to receiving the update, modifying the architecture instructions to reflect the update to the deployment configuration."
US-2021072763-A1,System and method for real-time supervised machine learning in on-site environment,"An automatic guided vehicle (AGV) comprising a mobile base including a drive train and configured to drive the AGV in a self-navigation mode within a facility, a first camera configured to capture first image data of objects within the facility, a second camera configured to capture second image data of objects within the facility, the second camera including a content filter, and a main control module configured to receive the first and second image data from the first and second cameras. The main control module executes a recognition neural network program. The neural network program recognizes targets in the first image data. The main control module also executes a supervisor program under user control. The supervisor program is receives the second image data and recognizes markers attached to targets in the second image data. The supervisor program produces a supervised outcome in which targets to which markers are attached are associated with categories based on user commands. The supervised outcome adjusts weights of nodes in the recognition neural program.",20181115,20210311,"System and method for real-time supervised machine learning in on-site environment. An automatic guided vehicle (AGV) comprising a mobile base including a drive train and configured to drive the AGV in a self-navigation mode within a facility, a first camera configured to capture first image data of objects within the facility, a second camera configured to capture second image data of objects within the facility, the second camera including a content filter, and a main control module configured to receive the first and second image data from the first and second cameras. The main control module executes a recognition neural network program. The neural network program recognizes targets in the first image data. The main control module also executes a supervisor program under user control. The supervisor program is receives the second image data and recognizes markers attached to targets in the second image data. The supervisor program produces a supervised outcome in which targets to which markers are attached are associated with categories based on user commands. The supervised outcome adjusts weights of nodes in the recognition neural program."
US-2021081494-A1,Resolving temporal ambiguities in natural language inputs leveraging syntax tree permutations,"In non-limiting examples of the present disclosure, systems, methods and devices for resolving temporal ambiguities are presented. A natural language input may be received. A temporal component of the input may be identified. A determination may be made that the temporal component includes a conjunction that separates temporal meeting block alternatives. A temporal ambiguity may be identified in one of the meeting block alternatives. A plurality of syntax tree permutations may be generated for the meeting block alternative where the ambiguity was identified. A machine learning model that has been trained to identify a most relevant permutation for a given natural language input may be applied to each of the plurality of permutations. A temporal meeting block alternative corresponding to the most relevant permutation may be surfaced.",20190916,20210318,"Resolving temporal ambiguities in natural language inputs leveraging syntax tree permutations. In non-limiting examples of the present disclosure, systems, methods and devices for resolving temporal ambiguities are presented. A natural language input may be received. A temporal component of the input may be identified. A determination may be made that the temporal component includes a conjunction that separates temporal meeting block alternatives. A temporal ambiguity may be identified in one of the meeting block alternatives. A plurality of syntax tree permutations may be generated for the meeting block alternative where the ambiguity was identified. A machine learning model that has been trained to identify a most relevant permutation for a given natural language input may be applied to each of the plurality of permutations. A temporal meeting block alternative corresponding to the most relevant permutation may be surfaced."
US-2021081511-A1,"Machine learning based systems and methods for real time, model based diagnosis","The disclosure following relates generally to complex simulations, and fault diagnosis. In some embodiments, a component that is causing a delayed simulation time of a system is determined. A component of reduced complexity is designed, and the component of reduced complexity is used to replace the original component in the system. Fault diagnosis may then be conducted using the updated system with the reduced complexity component, thus decreasing the time taken to diagnose the fault.",20190916,20210318,"Machine learning based systems and methods for real time, model based diagnosis. The disclosure following relates generally to complex simulations, and fault diagnosis. In some embodiments, a component that is causing a delayed simulation time of a system is determined. A component of reduced complexity is designed, and the component of reduced complexity is used to replace the original component in the system. Fault diagnosis may then be conducted using the updated system with the reduced complexity component, thus decreasing the time taken to diagnose the fault."
US-2021081828-A1,Applying monte carlo and machine learning methods for robust convex optimization based prediction algorithms,"Disclosed herein are methods and systems for improving accuracy of convex optimization-based prediction models while reducing their computation load by clustering a plurality of received random variables extracted from a plurality of samples to a plurality of clusters based on their covariance matrix, applying a convex optimization based prediction model to compute predicted optimal intra-cluster solutions for each cluster and an optimal inter-cluster solution over the plurality of clusters and predicting optimal solutions for the plurality of samples by based on an aggregation between the optimal intra-cluster solutions and the optimal inter-cluster solution. Separately computing the intra-cluster and the inter-cluster solution reduces the prediction model&#39;s computation load. Further disclosed are methods and systems for selecting a best performing prediction model for a certain dataset using Monte Carlo algorithms to generate simulated samples based on the received samples and computing estimation errors for the prediction models applied to the simulated samples.",20200910,20210318,"Applying monte carlo and machine learning methods for robust convex optimization based prediction algorithms. Disclosed herein are methods and systems for improving accuracy of convex optimization-based prediction models while reducing their computation load by clustering a plurality of received random variables extracted from a plurality of samples to a plurality of clusters based on their covariance matrix, applying a convex optimization based prediction model to compute predicted optimal intra-cluster solutions for each cluster and an optimal inter-cluster solution over the plurality of clusters and predicting optimal solutions for the plurality of samples by based on an aggregation between the optimal intra-cluster solutions and the optimal inter-cluster solution. Separately computing the intra-cluster and the inter-cluster solution reduces the prediction model&#39;s computation load. Further disclosed are methods and systems for selecting a best performing prediction model for a certain dataset using Monte Carlo algorithms to generate simulated samples based on the received samples and computing estimation errors for the prediction models applied to the simulated samples."
US-2021077472-A1,Antibiotic combination therapies,"The invention provides antibiotic combination therapies for treating an A. baumannii infection in a subject. The combination therapies include rifabutin and a second antibiotic, such as colistin and cefiderocol.",20200803,20210318,"Antibiotic combination therapies. The invention provides antibiotic combination therapies for treating an A. baumannii infection in a subject. The combination therapies include rifabutin and a second antibiotic, such as colistin and cefiderocol."
US-2021078174-A1,Intelligent medical material supply robot based on internet of things and slam technology,"An intelligent medical material supply robot based on Internet of Things and SLAM technology is disclosed, which realizes localization and mapping through a binocular camera and a lidar. A cloud data center schedules the medical material supply robot in real time according to material usage. The material supply robot receives corresponding scheduling information, and according to localization of the robot and map information, dynamically avoids obstacles by using a path planning algorithm to go to a designated floor for materials delivery.",20200302,20210318,"Intelligent medical material supply robot based on internet of things and slam technology. An intelligent medical material supply robot based on Internet of Things and SLAM technology is disclosed, which realizes localization and mapping through a binocular camera and a lidar. A cloud data center schedules the medical material supply robot in real time according to material usage. The material supply robot receives corresponding scheduling information, and according to localization of the robot and map information, dynamically avoids obstacles by using a path planning algorithm to go to a designated floor for materials delivery."
US-2021223769-A1,Predictive diagnostics system with fault detector for preventative maintenance of connected equipment,"A building management system includes connected equipment configured to measure a plurality of monitored variables and a predictive diagnostics system configured to receive the monitored variables from the connected equipment; generate a probability distribution of the plurality of monitored variables; determine a boundary for the probability distribution using a supervised machine learning technique to separate normal conditions from faulty conditions indicated by the plurality of monitored variables; separate the faulty conditions into sub-patterns using an unsupervised machine learning technique to generate a fault prediction model, each sub-pattern corresponding with a fault, and each fault associated with a fault diagnosis; receive a current set of the monitored variables from the connected equipment; determine whether the current set of monitored variables correspond with one of the sub-patterns of the fault prediction model to facilitate predicting whether a corresponding fault will occur; and determining the fault diagnosis associated with the predicted fault.",20210405,20210722,"Predictive diagnostics system with fault detector for preventative maintenance of connected equipment. A building management system includes connected equipment configured to measure a plurality of monitored variables and a predictive diagnostics system configured to receive the monitored variables from the connected equipment; generate a probability distribution of the plurality of monitored variables; determine a boundary for the probability distribution using a supervised machine learning technique to separate normal conditions from faulty conditions indicated by the plurality of monitored variables; separate the faulty conditions into sub-patterns using an unsupervised machine learning technique to generate a fault prediction model, each sub-pattern corresponding with a fault, and each fault associated with a fault diagnosis; receive a current set of the monitored variables from the connected equipment; determine whether the current set of monitored variables correspond with one of the sub-patterns of the fault prediction model to facilitate predicting whether a corresponding fault will occur; and determining the fault diagnosis associated with the predicted fault."
US-2021227434-A1,NB-IoT Device Performing Neighboring Link Measurement Despite Refraining Condition,"A user equipment (UE) in a wireless communication network determines a snapshot value of a serving link signal received quality while the UE is permitted to refrain from performing neighbor link measurements. Responsive to detecting, while the UE is permitted to refrain from performing neighbor link measurements, that signal received quality of a serving link has dropped by at least a threshold amount below the snapshot value, the UE performs a neighbor link measurement.",20210408,20210722,"NB-IoT Device Performing Neighboring Link Measurement Despite Refraining Condition. A user equipment (UE) in a wireless communication network determines a snapshot value of a serving link signal received quality while the UE is permitted to refrain from performing neighbor link measurements. Responsive to detecting, while the UE is permitted to refrain from performing neighbor link measurements, that signal received quality of a serving link has dropped by at least a threshold amount below the snapshot value, the UE performs a neighbor link measurement."
US-2021227350-A1,Assessing spatial movement behavior,"The present subject matter relates to techniques of assigning a mobility factor to the user based on the spatial movement data. In one example, the technique may include four phases for assigning the mobility factors to the users. In a first phase, spatial movement data from a plurality of user devices assigned to a plurality of users may be received. In a second phase, spatial movement behavior for a set of user devices may be assessed using the received spatial movement data of the members of the set using machine learning techniques. In a third phase, user devices may be selected based on the assessed spatial movement behavior using machine learning techniques for reconfiguration. Finally, at a four phase, the selected user devices may be reconfigured.",20191004,20210722,"Assessing spatial movement behavior. The present subject matter relates to techniques of assigning a mobility factor to the user based on the spatial movement data. In one example, the technique may include four phases for assigning the mobility factors to the users. In a first phase, spatial movement data from a plurality of user devices assigned to a plurality of users may be received. In a second phase, spatial movement behavior for a set of user devices may be assessed using the received spatial movement data of the members of the set using machine learning techniques. In a third phase, user devices may be selected based on the assessed spatial movement behavior using machine learning techniques for reconfiguration. Finally, at a four phase, the selected user devices may be reconfigured."
US-2021219908-A1,Obstructive sleep apnea syndrome diagnosis method using machine learning,"Provided is an obstructive sleep apnea syndrome diagnosis method using machine learning. An embodiment of the present invention is directed to providing an obstructive sleep apnea syndrome diagnosis method using machine learning, which diagnoses obstructive sleep apnea syndrome by extracting parameters related to obstructive sleep apnea syndrome from a geometrical shape of an airway and performing machine learning using data calculated through simulation. Another embodiment of the present invention is directed to providing an obstructive sleep apnea syndrome diagnosis method using machine learning, which improves accuracy of diagnosis of obstructive sleep apnea syndrome and proposes a quantitative standard by diagnosing the obstructive sleep apnea syndrome from the geometrical shape of the airway as described above.",20200720,20210722,"Obstructive sleep apnea syndrome diagnosis method using machine learning. Provided is an obstructive sleep apnea syndrome diagnosis method using machine learning. An embodiment of the present invention is directed to providing an obstructive sleep apnea syndrome diagnosis method using machine learning, which diagnoses obstructive sleep apnea syndrome by extracting parameters related to obstructive sleep apnea syndrome from a geometrical shape of an airway and performing machine learning using data calculated through simulation. Another embodiment of the present invention is directed to providing an obstructive sleep apnea syndrome diagnosis method using machine learning, which improves accuracy of diagnosis of obstructive sleep apnea syndrome and proposes a quantitative standard by diagnosing the obstructive sleep apnea syndrome from the geometrical shape of the airway as described above."
US-2021224753-A1,Artificial intelligence enabled scheduler and planner,"Aspects of the present invention disclose a method for resolving schedule planning conflicts without human arbitration based on user preferences, user role importance, and user time commitments. The method includes one or more processors generating a schedule of a project. The method further includes identifying a meeting request of the schedule of the project, wherein the meeting request includes a plurality of requested meeting participants. The method further includes identifying respective available time slots of the plurality of requested meeting participants. The method further includes identifying respective roles of the plurality of requested meeting participants. The method further includes determining a first time slot for scheduling the meeting request of the project based at least in part on the available time slots and roles of the plurality of requested meeting participants.",20200116,20210722,"Artificial intelligence enabled scheduler and planner. Aspects of the present invention disclose a method for resolving schedule planning conflicts without human arbitration based on user preferences, user role importance, and user time commitments. The method includes one or more processors generating a schedule of a project. The method further includes identifying a meeting request of the schedule of the project, wherein the meeting request includes a plurality of requested meeting participants. The method further includes identifying respective available time slots of the plurality of requested meeting participants. The method further includes identifying respective roles of the plurality of requested meeting participants. The method further includes determining a first time slot for scheduling the meeting request of the project based at least in part on the available time slots and roles of the plurality of requested meeting participants."
US-2021224940-A1,Methods and systems for facilitating management of a violent situation occurring in a location,"Disclosed herein is a method for facilitating management of a violent situation occurring in a location. Accordingly, the method may include receiving, using a communication device, environment data from an environment sensor. Further, the environment sensor may be configured for capturing the environment data of a location. Further, the method may include analyzing, using a processing device, the environment data using an artificial intelligence model. Further, the method may include determining, using the processing device, an identification of the violent situation in the environment data based on the analyzing. Further, the method may include generating, using the processing device, an alert based on the identification of the violent situation. Further, the method may include transmitting, using the communication device, the alert to a device associated with an authority. Further, the method may include storing, using a storage device, the artificial intelligence model.",20210120,20210722,"Methods and systems for facilitating management of a violent situation occurring in a location. Disclosed herein is a method for facilitating management of a violent situation occurring in a location. Accordingly, the method may include receiving, using a communication device, environment data from an environment sensor. Further, the environment sensor may be configured for capturing the environment data of a location. Further, the method may include analyzing, using a processing device, the environment data using an artificial intelligence model. Further, the method may include determining, using the processing device, an identification of the violent situation in the environment data based on the analyzing. Further, the method may include generating, using the processing device, an alert based on the identification of the violent situation. Further, the method may include transmitting, using the communication device, the alert to a device associated with an authority. Further, the method may include storing, using a storage device, the artificial intelligence model."
US-2021227223-A1,System and methods for artificial intelligence explainability via symbolic generative modeling,"A system and method including receiving input data by an encoder, the encoder reducing a dimensionality of the received data; receiving, by a sender module, the reduced dimensionality data; generating, by the sender module, a sentence comprising a plurality of symbols representative of the input data, the symbols being defined by a predetermined vocabulary and a predetermined sentence length; receiving, by a receiver module, the sentence comprising the plurality of symbols; generating, based on the received sentence, continuous data by the receiver module; receiving, by a decoder, the continuous data from the receiver module; generating an output, by the decoder based on the continuous data, the output including a recreation of the input data.",20200121,20210722,"System and methods for artificial intelligence explainability via symbolic generative modeling. A system and method including receiving input data by an encoder, the encoder reducing a dimensionality of the received data; receiving, by a sender module, the reduced dimensionality data; generating, by the sender module, a sentence comprising a plurality of symbols representative of the input data, the symbols being defined by a predetermined vocabulary and a predetermined sentence length; receiving, by a receiver module, the sentence comprising the plurality of symbols; generating, based on the received sentence, continuous data by the receiver module; receiving, by a decoder, the continuous data from the receiver module; generating an output, by the decoder based on the continuous data, the output including a recreation of the input data."
US-2021280198-A1,Matching speakers to meeting audio,One embodiment of the present invention sets forth a technique for processing recordings of events. The technique includes applying a machine learning model to a plurality of samples from one or more recordings of the events to generate a plurality of embeddings representing the plurality of samples. The technique also includes generating a plurality of labels that identify speakers associated with the plurality of samples based on metadata comprising timestamps of voice activity during the events and participants associated with the voice activity. The technique further includes storing mappings of the plurality of embeddings to the plurality of labels.,20210318,20210909,Matching speakers to meeting audio. One embodiment of the present invention sets forth a technique for processing recordings of events. The technique includes applying a machine learning model to a plurality of samples from one or more recordings of the events to generate a plurality of embeddings representing the plurality of samples. The technique also includes generating a plurality of labels that identify speakers associated with the plurality of samples based on metadata comprising timestamps of voice activity during the events and participants associated with the voice activity. The technique further includes storing mappings of the plurality of embeddings to the plurality of labels.
US-2021279928-A1,Method and apparatus for image processing,"Embodiments of the present disclosure provides a method and an apparatus for image processing, which relates to the field of artificial intelligence of image processing, and specifically includes: acquiring an image including a face; receiving a selection operation of a beautifying material on a target object in the face, where the target object is an organ in the face; identifying a position of a key point of the target object in the face by using a pre-trained target key point model; adjusting a shape of the target object in the face by using the position of the key point and a shape of the beautifying material; dividing an area of an adjusted target object in the image to obtain divided areas; and filling the divided areas according to the beautifying material to obtain a target image.",20210526,20210909,"Method and apparatus for image processing. Embodiments of the present disclosure provides a method and an apparatus for image processing, which relates to the field of artificial intelligence of image processing, and specifically includes: acquiring an image including a face; receiving a selection operation of a beautifying material on a target object in the face, where the target object is an organ in the face; identifying a position of a key point of the target object in the face by using a pre-trained target key point model; adjusting a shape of the target object in the face by using the position of the key point and a shape of the beautifying material; dividing an area of an adjusted target object in the image to obtain divided areas; and filling the divided areas according to the beautifying material to obtain a target image."
US-2021279864-A1,Distinguishing colon cancer stages based on computationally derived morphological features of cancer nuclei,"Embodiments discussed herein facilitate determination of cancer stages based at least in part on shape, size, and/or texture features of cancer nuclei. One example embodiment is a method, comprising: accessing at least a portion of a digital whole slide image (WSI) comprising a tumor; segmenting (e.g., via a first deep learning model) the tumor on the at least the portion of the digital WSI; segmenting (e.g., via a second deep learning model) cancer nuclei in the segmented tumor; extracting one or more features from the segmented cancer nuclei; providing the one or more features extracted from the segmented cancer nuclei to a trained machine learning model; and receiving, from the machine learning model, an indication of a cancer stage of the tumor.",20210104,20210909,"Distinguishing colon cancer stages based on computationally derived morphological features of cancer nuclei. Embodiments discussed herein facilitate determination of cancer stages based at least in part on shape, size, and/or texture features of cancer nuclei. One example embodiment is a method, comprising: accessing at least a portion of a digital whole slide image (WSI) comprising a tumor; segmenting (e.g., via a first deep learning model) the tumor on the at least the portion of the digital WSI; segmenting (e.g., via a second deep learning model) cancer nuclei in the segmented tumor; extracting one or more features from the segmented cancer nuclei; providing the one or more features extracted from the segmented cancer nuclei to a trained machine learning model; and receiving, from the machine learning model, an indication of a cancer stage of the tumor."
US-2021279592-A1,Proxy modeling workflow and program for reactive transport modeling,Systems and methods include a method for training machine learning-based proxy models as surrogates for process-based reactive transport modeling (RTM). Training sample data is generated. Training sample cases are executed using the training sample data. A set of parameter-specific proxy models represented by a neural network is trained. Each parameter-specific proxy model corresponds to a specific RTM parameter from a set of RTM parameters. Blind tests are performed using the set of parameter-specific proxy models. Each blind test tests a specific one of the parameter-specific proxy models. Predictions are generated using the set of parameter-specific proxy models.,20200305,20210909,Proxy modeling workflow and program for reactive transport modeling. Systems and methods include a method for training machine learning-based proxy models as surrogates for process-based reactive transport modeling (RTM). Training sample data is generated. Training sample cases are executed using the training sample data. A set of parameter-specific proxy models represented by a neural network is trained. Each parameter-specific proxy model corresponds to a specific RTM parameter from a set of RTM parameters. Blind tests are performed using the set of parameter-specific proxy models. Each blind test tests a specific one of the parameter-specific proxy models. Predictions are generated using the set of parameter-specific proxy models.
US-2021279812-A1,Identifying healthcare insurance payment arbitrage opportunities using a machine learning network,"A computer-implemented method identifies insurance risk adjustment opportunities for healthcare expenses of healthcare insurance program enrollees. The method includes providing inputs for each enrollee to a machine learning network. The inputs may include Center for Medicare and Medicaid Services Hierarchical Condition Category (CMS-HCC) values, an enrollee claims history, and enrollee historical spending amounts. Based on the inputs, the machine learning network is trained to predict future healthcare spending for the enrollees. After training, the machine learning network identifies enrollees having predicted future healthcare spending that differs from an amount determined based on a base risk score. Upon identifying an enrollee whose predicted future spending is greater than the amount determined based on the base risk score, one or more actions are taken: (1) performing outreach to or intervention for the identified enrollee; (2) disenrolling or discouraging the identified enrollee from participating in the insurance program; and (3) capturing additional CMS-HCC values that may increase the payment amounts for the identified enrollee. Upon identifying an enrollee whose predicted future healthcare spending is less than the amount determined based on the base risk score, action is taken to retain the identified enrollee.",20210309,20210909,"Identifying healthcare insurance payment arbitrage opportunities using a machine learning network. A computer-implemented method identifies insurance risk adjustment opportunities for healthcare expenses of healthcare insurance program enrollees. The method includes providing inputs for each enrollee to a machine learning network. The inputs may include Center for Medicare and Medicaid Services Hierarchical Condition Category (CMS-HCC) values, an enrollee claims history, and enrollee historical spending amounts. Based on the inputs, the machine learning network is trained to predict future healthcare spending for the enrollees. After training, the machine learning network identifies enrollees having predicted future healthcare spending that differs from an amount determined based on a base risk score. Upon identifying an enrollee whose predicted future spending is greater than the amount determined based on the base risk score, one or more actions are taken: (1) performing outreach to or intervention for the identified enrollee; (2) disenrolling or discouraging the identified enrollee from participating in the insurance program; and (3) capturing additional CMS-HCC values that may increase the payment amounts for the identified enrollee. Upon identifying an enrollee whose predicted future healthcare spending is less than the amount determined based on the base risk score, action is taken to retain the identified enrollee."
US-2021275893-A1,Integrated sports hub application,"An apparatus, system and method for a youth sports hub. The foregoing may include: an artificial intelligence (AI) engine capable of integration with a plurality of third party applications; an application programming interface (API) capable of providing the integration; a hardware integrator capable of linking on-site hardware, including at least a video camera, a scoreboard, and an audio system, to the AI engine; and a graphical user interface (GUI) that is varied by the AI engine according to a user type as indicated by an account with the AI engine, and in which a user is presented with at least a computing interface that integrates simultaneous remote access to ones of the plurality of third party applications, a video feed from the video camera, a game score from the scoreboard, and in-game audio from the audio system, regarding a particular player in a particular game as identified by the account.",20210303,20210909,"Integrated sports hub application. An apparatus, system and method for a youth sports hub. The foregoing may include: an artificial intelligence (AI) engine capable of integration with a plurality of third party applications; an application programming interface (API) capable of providing the integration; a hardware integrator capable of linking on-site hardware, including at least a video camera, a scoreboard, and an audio system, to the AI engine; and a graphical user interface (GUI) that is varied by the AI engine according to a user type as indicated by an account with the AI engine, and in which a user is presented with at least a computing interface that integrates simultaneous remote access to ones of the plurality of third party applications, a video feed from the video camera, a game score from the scoreboard, and in-game audio from the audio system, regarding a particular player in a particular game as identified by the account."
US-2021294834-A1,3d-aware image search,"Systems and methods for performing image search are described. An image search method may include generating a feature vector for each of a plurality of stored images using a machine learning model trained using a rotation loss term, receiving a search query comprising a search image with object having an orientation, generating a query feature vector for the search image using the machine learning model, wherein the query feature vector is based at least in part on the orientation, comparing the query feature vector to the feature vector for each of the plurality of stored images, and selecting at least one stored image of the plurality of stored images based on the comparison, wherein the at least one stored image comprises a similar orientation to the orientation of the object in the search image.",20200317,20210923,"3d-aware image search. Systems and methods for performing image search are described. An image search method may include generating a feature vector for each of a plurality of stored images using a machine learning model trained using a rotation loss term, receiving a search query comprising a search image with object having an orientation, generating a query feature vector for the search image using the machine learning model, wherein the query feature vector is based at least in part on the orientation, comparing the query feature vector to the feature vector for each of the plurality of stored images, and selecting at least one stored image of the plurality of stored images based on the comparison, wherein the at least one stored image comprises a similar orientation to the orientation of the object in the search image."
US-2021294602-A1,Microkernel-based software optimization of neural networks,"Disclosed are systems and methods related to providing for the optimized software implementations of artificial intelligence (“AI”) networks. The system receives operations (“ops”) consisting of a set of instructions to be performed within an AI network. The system then receives microkernels implementing one or more instructions to be performed within the AI network for a specific hardware component. Next, the system generates a kernel for each of the operations. Generating the kernel for each of the operations includes configuring input data to be received from the AI network; detecting a specific hardware component to be used; selecting one or more microkernels to be invoked by the kernel based on the detection of the specific hardware component; and configuring output data to be sent to the AI network as a result of the invocation of the microkernel(s).",20210317,20210923,"Microkernel-based software optimization of neural networks. Disclosed are systems and methods related to providing for the optimized software implementations of artificial intelligence (“AI”) networks. The system receives operations (“ops”) consisting of a set of instructions to be performed within an AI network. The system then receives microkernels implementing one or more instructions to be performed within the AI network for a specific hardware component. Next, the system generates a kernel for each of the operations. Generating the kernel for each of the operations includes configuring input data to be received from the AI network; detecting a specific hardware component to be used; selecting one or more microkernels to be invoked by the kernel based on the detection of the specific hardware component; and configuring output data to be sent to the AI network as a result of the invocation of the microkernel(s)."
US-2021297435-A1,Iot device management visualization,Techniques for visualizing IoT device management are disclosed. A system utilizing such techniques can include an IoT device risk assessment system and an IoT device management visualization system. A method utilizing such techniques can include grouping IoT devices into an IoT device dimension group based on IoT device dimensions defining the group and controlling presentation of management data for the IoT devices based on the grouping of the IoT devices into the IoT device dimension group.,20210609,20210923,Iot device management visualization. Techniques for visualizing IoT device management are disclosed. A system utilizing such techniques can include an IoT device risk assessment system and an IoT device management visualization system. A method utilizing such techniques can include grouping IoT devices into an IoT device dimension group based on IoT device dimensions defining the group and controlling presentation of management data for the IoT devices based on the grouping of the IoT devices into the IoT device dimension group.
US-2021290523-A1,Topically-applied probiotic to treat dysbiosis in the skin microbiome of pets and other animals,"A topically-applied concoction of prebiotics and probiotics to treat dysbiosis in the skin microbiome of pets and other animals, which includes pet grooming products such as shampoo, conditioner, shampoo &amp; conditioner, leave-in conditioner &amp; detangler, deodorizing spray, or fragrance spray. A related method of treating dysbiosis using a concoction of prebiotics and probiotics is also described. Following up with other topical solutions such as conditioner, deodorizers, sprays that also contain prebiotics and probiotics can be part of the dysbiosis treatment program.",20210503,20210923,"Topically-applied probiotic to treat dysbiosis in the skin microbiome of pets and other animals. A topically-applied concoction of prebiotics and probiotics to treat dysbiosis in the skin microbiome of pets and other animals, which includes pet grooming products such as shampoo, conditioner, shampoo &amp; conditioner, leave-in conditioner &amp; detangler, deodorizing spray, or fragrance spray. A related method of treating dysbiosis using a concoction of prebiotics and probiotics is also described. Following up with other topical solutions such as conditioner, deodorizers, sprays that also contain prebiotics and probiotics can be part of the dysbiosis treatment program."
US-2021292799-A1,Biotechnological production of cannabinoids,"A method for the recombinant production of cannabigerolic acid in a host organism may use a modified prenyltransferase. A modified prenyltransferase, a nucleic acid molecule that codes for the modified prenyltransferase, and a recombinant organism that includes the modified prenyltransferase and/or the nucleic acid are also disclosed here.",20190717,20210923,"Biotechnological production of cannabinoids. A method for the recombinant production of cannabigerolic acid in a host organism may use a modified prenyltransferase. A modified prenyltransferase, a nucleic acid molecule that codes for the modified prenyltransferase, and a recombinant organism that includes the modified prenyltransferase and/or the nucleic acid are also disclosed here."
US-2021297824-A1,Facilitation of container management for internet of things devices for 5g or other next generation network,"A lightweight machine-to-machine (LWM2M) protocol can be utilized as a management layer for other applications pertaining to communication and retrieval of information from hardware peripherals. The applications can be managed via a client and the applications can communicate to the client via a standard proxy or message broker. Consequently, sensor codes can be decoupled from the client codes, thus allowing them to both be independent interchangeable components of a specific device&#39;s architecture. Therefore, sensors can be added, removed, and/or manipulated without modifying the underlying management layer.",20200319,20210923,"Facilitation of container management for internet of things devices for 5g or other next generation network. A lightweight machine-to-machine (LWM2M) protocol can be utilized as a management layer for other applications pertaining to communication and retrieval of information from hardware peripherals. The applications can be managed via a client and the applications can communicate to the client via a standard proxy or message broker. Consequently, sensor codes can be decoupled from the client codes, thus allowing them to both be independent interchangeable components of a specific device&#39;s architecture. Therefore, sensors can be added, removed, and/or manipulated without modifying the underlying management layer."
