patent_id,title,abstract,description,country,cpc,cpc_low,cpc_inventive_low,top_terms,url,claims,publication_date,filing_date,priority_date,family_id,applicant,inventors,source,source_status
RU-2052331-C1,Method of the surface plastic deformation of the rotation surface and instrument for its realization,"FIELD: mechanical engineering. SUBSTANCE: deforming members are placed in the article cavity and are rotated around the axis of the processed surface by the magnetic field from its source. The strain of interacting of the member and the surface is measured according to the value of recoil of the deforming members from the processed surface and is compared with the required one. Depending on the results of comparison the intensity value of the magnetic field is changed. The instrument has a housing with the ring-shaped chamber. Deforming members are located inside it. Inside the housing symmetrically relative to the plane of symmetry of the ring-shaped chamber circular magnets are mounted. An insert with a groove is fixed on the face end of each magnet. A finger is set up in the housing. A lever is mounted crosswise on the finger for turning. A pin is fastened on the cantilevered end of each lever. The pins are placed in the insert grooves in pairs. The magnets are spring-loaded to each other and one of them is connected with the rod. The rod is connected with the means for displacement. During the housing rotation the magnetic field rotate the deforming bodies and the latter strike against the article surface and jump off. The value of the recoil is measured and is compared with the required one. Depending on that the magnets are shifted by the rod and the intensity value of the magnetic field is changed. EFFECT: enhanced quality of the finishing treatment. 2 cl, 1 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,axis; magnetic field; magnets; tool; deforming elements; housing; deforming; drive; treated; annular chamber,https://patents.google.com/patent/RU2052331C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2053972-C1,Composition for heat isolating material production,"FIELD: construction materials industry. SUBSTANCE: composition has, mass % (dry): loose slime of low-carbon ferrochrome production 5 - 15; dust of dry gas purification processes of silicon or silicon alloys production 69 - 81; sodium hydroxide 14 - 23, under waterhard ratio - in limits of 0.25 - 0.5. Mixture is prepared by stirring of components for 30 minutes, load in molds of different types and sizes and dry under temperature of 310 - 380 C. Produced pieces have following features: volumetric mass under 162 - 446 kg/m 3 , water resistance (boiling duration without destruction) 3.2 - 21 h, heat conductivity factor under temperature of 20 C 0.052 - 0.095 W/mK. EFFECT: increased refractory properties. 2 tbl",Patent for an invention or claims of a patent for an invention (first level),Russia,C04B28/08; Y02W30/91,C04B28/08; C04B28/02; C04B28/00; C04B; C04; C; Y02W30/91; Y02W30/50; Y02W30/00; Y02W; Y02; Y,C04B28/08; C04B28/02; C04B28/00; C04B; C04; C; Y02W30/91; Y02W30/50; Y02W30/00; Y02W; Y02; Y,production; silicon; composition; slag; dust; dry; sodium hydroxide; low; crumbling; under,https://patents.google.com/patent/RU2053972C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2054120-C1,Method for extraction of by-slope minerals,"FIELD: mining industry. SUBSTANCE: minerals blasted in flank are worked up to boundary determined by analytic dependence, and remaining part of blasted minerals is filled up with barren rocks to restore berms, and extraction operations are repeated on open pit districts. Analytic dependence of determination of boundary of worked blasted minerals is offered. EFFECT: higher stability, safety and efficiency of work and fullness of extraction of minerals under conditions of area restrictions of open pit surface in flank construction. 6 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,minerals; quarry; slope; mining; rock mass; berm; buttress; thalweg; extraction; resulting,https://patents.google.com/patent/RU2054120C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2054484-C1,Method of preparing biologically active substances,"FIELD: medicinal and food industry. SUBSTANCE: method involves the cultivation of fungus Fusarium sambucinum, strain BKMF 3051 D on the nutrient medium of the following composition, g/l: molasses 20-30; sucrose 20-25; ammonium nitrate 3-4; potassium dihydrogen phosphate 2-5, and water - the rest, at 26 C at stirring at the rate 210 rev/min, under aeration 1l/min for 32-48 hr. After fungus growth termination biomass is separated from the aqueous extract, biomass is incubated in ethanol medium four times successively. Bioactive substances extracted from biomass were dissolved in ethanol or oil (perfume, sunflower ones) up to the following concentration of bioactive substances, %: prostaglandin E 2  and its esters 0.04-0.1; prostaglandin F 2α  and its esters 0.03-0.07; phospholipids 1.5-3.0; carotinoids 0.01-0.03. To the aqueous extract of bioactive substances 7% ethanol is added for stabilization, and product of the following composition is obtained, mg/l: enzyme showing collagenase activity 100-300; phospholipids 8-12; prostaglandin E 2  and its esters 2-5, and prostaglandin F 2α  and its esters 1-6. EFFECT: improved method of preparing. 2 cl",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,esters; prostaglandin; biologically active; active substances; phospholipids; biomass; ethanol; aqueous extract; nutrient medium; fungus,https://patents.google.com/patent/RU2054484C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2056780-C1,Tooth-brush,"FIELD: teeth cleaning. SUBSTANCE: shortened handles 4 are transferred to the end face of head 1, and grippers 5 are interconnected. Grippers 5 are grasped by fingers, external alveolar surfaces and masticatory surfaces of teeth are treated. Then handles 4 are transferred to the side of head 1 which carries bristle 2. Grippers 5 get engaged and grasped by fingers, internal alveolar and masticatory surfaces are treated. A change of the position of handles 4 is possible by bringing out head 1 from holes 3, they should be replaced after reorientation. EFFECT: improved design. 3 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,handles; head; grippers; holes; toothbrush; alveolar; brush; fingers; grasped; treated,https://patents.google.com/patent/RU2056780C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2057523-C1,Cosmetic agent for skin care,FIELD: cosmetic industry. SUBSTANCE: cosmetic agent consists of the pot-marigold flowers cake oil obtained after the known tincture processing. Cosmetic agent shows healing and antiinflammatory action. Agent is used for mask for skin care. EFFECT: enhanced quality of agent proposed. 1 tbl,Patent for an invention or claims of a patent for an invention (first level),Russia,,,,skin care; agent; calendula; cosmetic; cosmetic agent; mask; skin; tincture; meal; effect,https://patents.google.com/patent/RU2057523C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2058181-C1,Dust catcher,"FIELD: dust catching. SUBSTANCE: dust catcher has body with tangential inlet branch pipe, axial exhaust and dust discharge branch pipes, acoustic emitter and inertial separator. Acoustic siren is matched with fan due to location of fan blade wheel and siren rotor on the same axis with axis of exhaust branch pipe rotated by the same common for them electrical engine. EFFECT: improved design. 1 dwg, 2 tbl",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,dust; acoustic; sound; fan; housing; particles; coagulation; siren; exhaust; exhaust pipe,https://patents.google.com/patent/RU2058181C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2058310-C1,"Method for production of lactone of 1r, cis-2,2-dimethyl-3-formylcyclopropane-1-carboxylic acid and 1r, cis-2,2-dimethyl-3-hydroxycarboxymethyl)-cyclopropane-1-carboxylic acid or its lactone","FIELD: organic chemistry. SUBSTANCE: desired product represents lactone of 1R, cis-2,2-dimethyl-3-formylcyclopropane-1-carboxylic acid having melting point 113 C. Cis-2,2-dimethyl-3-(2-oxopropyl)cyclopropane-1-carboxylic acid is used as reagent 1. Hypohalide of alkaline or alkaline-earth metal is used as reagent 2. During reaction of said reagents mixture of diastereoisomers or alkaline or alkaline-earth salts are obtained. Acid if it is necessary is isolated of said salt and then if it is necessary diastereoisomers are isolated of said acid. The process is followed by isolation diastereoisomer mixture or individual isomers. Mentioned above salt may be treated by oxidizing agent. EFFECT: improves efficiency of method. 6 cl",Patent for an invention or claims of a patent for an invention (first level),Russia,C07D307/93; C07D307/32; C07D307/93,C07D307/93; C07D307/77; C07D307/00; C07D; C07; C; C07D307/32; C07D307/30; C07D307/26; C07D307/02,C07D307/93; C07D307/77; C07D307/00; C07D; C07; C; C07D307/32; C07D307/30; C07D307/26; C07D307/02,acid; cis; dimethyl; alkaline; carboxylic acid; lactone; iii; diastereoisomers; alkaline earth; cyclopropane,https://patents.google.com/patent/RU2058310C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2060114-C1,Tool holder,"FIELD: machining. SUBSTANCE: tool holder has stem 1 and cantilever part 2 carrying cutter 3. Two helical and two longitudinal straight strips of metal stressed mainly by stretch are disposed on lateral surface of cantilever part 2. During operation cutting forces tend to bend and twist cantilever part 2. In this case the tension of one of strips of each pair will increase. The tension of another strip will decrease. EFFECT: decreased deformation of cantilever part. 6 cl, 3 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,strips; cutter; cantilever part; holder; helical; holder according; strip; paragraphs; shank; central angle,https://patents.google.com/patent/RU2060114C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2060394-C1,Method for lining the shaft with cast-in-situ reinforced concrete and slip forms for its embodiment,"FIELD: mining industry. SUBSTANCE: method for lining the shaft with cast-in-situ reinforced concrete includes erection of the internal rigid reinforced concrete shell and external yielding shell with compensation voids and metal stiffening ribs engageable with enclosing rocks and rigidly connected with the internal shell. Internal and external shells are formed simultaneously with rings by means of molding drums with parallel execution of process procedures in erection of the internal and external shells. Mounted in the first ring in the shaft wall are metal stiffening ribs, parallel with this, the space between stiffening ribs and shaft wall and drum for molding the external shell in the second ring is filled with cast concrete mix with porous filler, parallel with that, installed in the third ring, i. e. metal reinforcing cage of the internal shall and connected with stiffening ribs. In the fourth ring, the space between the external shell and molding drum is filled with cast rigid concrete mix, and after concrete setting in both shells, the molding drums are moved through a step equalling the ring height. Lining is erected in ascending manner. In so doing, the shaft wall during sinking are lined by the temporary roof bolting, and during erection of the permanent lining, secured to anchor bolts are stiffening ribs of the external shell. During erection of lining in the descending manner, the reinforcing cage of the previous ring is welded to the reinforcing cage of the next ring. Installation of slip forms relative to the vertical axis is carried out by the laser beam whose source is installed above the shaft collar, and during mounting of the reinforcing cage, secured to it are fastening members of shaft reinforcement. Concrete mix in the external shell is compacted by vibration pulses, and concrete in the joints of rings of the internal shell is subjected to additional vibration treatment. Slip forms includes framework, molding drum, shelves with bracing devices on the upper and lower decks and mechanism for centering the slip forms in the shaft with the means for control of the lining vertical position. Slip forms has additional molding drum for concreting the external shell and an additional cage of the internal shell. EFFECT: higher efficiency. 10 cl, 16 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,shell; ring; shaft; concrete; lining; formwork; reinforcing cage; external; internal; stiffeners,https://patents.google.com/patent/RU2060394C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2062700-C1,Press for expression of liquid from vegetable raw material,"FIELD: processing of fruits and roots; can be used for production of sugar beet juice. SUBSTANCE: press for expression of ground vegetable raw material uses a frame, on which drive drums, three pairs of vertically installed pressing rolls, electromagnetic vibrators, juice collectors are mounted. Filter tape is stretched on the grooves of guide tubes. The guide tubes are drawn together in the zone of expression so that it takes a V-shape; the rolls are installed vertically on both sides of the conveyer and are engageable with the sagged filter tape, serving as a filter at the same time. The distance between the guide tubes in the expression zone is gradually decreasing, as a result, sagging of the tape between them is increasing. Tubes with holes used to feed water and secondary juice are installed in the expression zone after the first and second pairs of rolls. The frame carries a scraper and beet pulp collector. In the offered press pressing is accomplished not in bulk, but in the lines of engagement of raw material with each pair of rolls. EFFECT: essentially decreased expression force and increased yield of juice, since it runs off under gravity over a vertical surface. 5 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,juice; expression; press; rolls; pressing; zone; tape; guide tubes; raw material; pairs,https://patents.google.com/patent/RU2062700C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2063104-C1,Pulse circuit primarily for strengthening boring tool rods,"FIELD: pulse technique; metallurgy; hardening of boring tool rods. SUBSTANCE: device has high-frequency oscillator, adjusting capacitor, step-down hardening transformer, inductor receiving metal part (rod), thyristor converter, pulse-phase control system, thyristor converter voltage regulator inductor voltage regulator, two sensors, and numeric-control unit, all interconnected in appropriate way. EFFECT: enlarged functional capabilities. 1 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,Y02P10/25,Y02P10/25; Y02P10/00; Y02P; Y02; Y,Y02P10/25; Y02P10/00; Y02P; Y02; Y,inductor; voltage; voltage regulator; input; pulse; thyristor converter; boring tool; hardening; strengthening; output,https://patents.google.com/patent/RU2063104C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2064849-C1,Vibrating dehydrator,"FIELD: mining industry. SUBSTANCE: vibrating dehydrator has housing, box with sieves and vibrating mechanism in the form of hydraulic cylinder hinged to housing. Hydraulic cylinder has input and output channels in piston cavity and hole in rod cavity for constant feed of working liquid from pumping station. The latter has regulating member in the form of rotating slide valve. Input and output channels of piston cavity of hydraulic cylinder are in communication through slide valve with pumping station and with drainage, correspondingly. Rod of hydraulic cylinder is hinged to one of the levers. EFFECT: enhanced efficiency of dehydration of mineral resources. 1 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,hydraulic cylinder; housing; piston cavity; cavity; rod; piston; levers; box; dehydrator; sieves,https://patents.google.com/patent/RU2064849C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2066313-C1,"4-halogen-2-(substituted phenyl)-1-alkoxymethyl-5- (trifluoromethyl)pyrrole-3-carbonitriles, process for preparation thereof, intermediate compounds process for preparation thereof, and process for controlling insects and mites","FIELD: agriculture. SUBSTANCE: products: 4- halogen-2-(substituted phenyl) -1-alkoxymethyl-5- (trifluoromethyl) pyrrole-3-carbonitriles of formula wherein R 1  is C 1 -C 4  alkyl, Hal is bromine or chlorine; L is hydrogen or halogen; M and R are hydrogen, halogen or CF 3 . Reagent 1: compound of formula 2. Reagent 2 is halogen. Reagent 3: C 1 -C 4  alkali metal alkoxide. Reaction conditions: in organic solvent by treating reagent 1 successively three times with 1 equivalent of halogen each time. Structure of compounds 1 and 2:  (compound 1) and  (compound 2). EFFECT: enhanced efficiency. 7 cl, 4 tbl",Patent for an invention or claims of a patent for an invention (first level),Russia,C07C233/47; C07D207/416; C07D207/416; C07C233/51; C07D207/22; A01N43/36; C07D207/34; C07D207/273,C07C233/47; C07C233/46; C07C233/45; C07C233/01; C07C233/00; C07C; C07; C; C07D207/416; C07D207/40; C07D207/36; C07D207/34; C07D207/30; C07D207/02; C07D207/00; C07D; C07C233/51; C07D207/22; C07D207/18; A01N43/36; A01N43/34; A01N43/00; A01N; A01; A; C07D207/273; C07D207/26; C07D207/24,C07C233/47; C07C233/46; C07C233/45; C07C233/01; C07C233/00; C07C; C07; C; C07D207/416; C07D207/40; C07D207/36; C07D207/34; C07D207/30; C07D207/02; C07D207/00; C07D; C07C233/51; C07D207/22; C07D207/18; A01N43/36; A01N43/34; A01N43/00; A01N; A01; A; C07D207/273; C07D207/26; C07D207/24,halogen; hydrogen; mol; pyrrole; trifluoromethyl; alkyl; general formula; substituted phenyl; compound; chlorine,https://patents.google.com/patent/RU2066313C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2067007-C1,Method for treating burnt patients,"FIELD: medicine. SUBSTANCE: method involves applying wet fabric inserts to the central sagittal frontooccipital area. Electrodes are arranged over the inserts so that the positive electrode is set on the front and the negative one is set on the back of the head. Then, constant and rectangular or sharp triangular biphasic pulsating current with frequency of 60 to 90 Hz, frequency change period of 3 min and frequency increment of 0.5-1.0 Hz, where the constant-to-alternating current ratio being equal to 1:1, is supplied. The total current strength is varied from 0.5 to 3.0 mA with action duration being equal to 30 min. The treatment course duration is 5-15 days 1 or 2 times a day depending on disease severity degree. One day treatment pause is permissible after 4-5 days. EFFECT: simplified method; accelerated treatment course. 4 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,mdm; frequency; days; patients; day; treatment; patient; course; burns; burn,https://patents.google.com/patent/RU2067007C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2067743-C1,Optical interference setting system control unit,"FIELD: systems of defence or attack with smoke curtaining, systems of aerosol curtaining from a mobile object, for example, a tank. SUBSTANCE: the control unit has a power selector connected to the input of the data processing and fire direction setting unit, whose first output is connected via a counter to the first input of the comparison circuit. The second output of the data processing and fire direction setting unit is connected to the second input of the comparison circuit. The output of the comparison circuit is connected to the first input of the NAND gate, whose second input is connected to the third output of the data processing and fire direction setting unit and to the first input of the switch. The output of the 2NAND gate is connected to the second input of the switch, and the switch output is connected to the grenade launching unit. EFFECT: enhanced efficiency. 2 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,input; output; comparison circuit; switch; processing unit; information processing; control device; control unit; jamming system; counter,https://patents.google.com/patent/RU2067743C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2068205-C1,Method for on-line inspection of fuel condition in nuclear reactor fuel assembly,"FIELD: nuclear power engineering, nuclear physics; on-line inspection of fuel in reactor fuel assembly for isotope content, energy production, and fluency of neutrons. SUBSTANCE: electric current produced by neutron detector under the action of neutron radiation is time-integrated, measured, and this integrated current value is used to determine mentioned characteristics with aid of calibration relationships obtained in advance by calculations and experiments. EFFECT: simplified procedure, improved speed of inspection, more efficient use of fissionable flu, improved safety in operation. 10 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,Y02E30/30,Y02E30/30; Y02E30/00; Y02E; Y02; Y,Y02E30/30; Y02E30/00; Y02E; Y02; Y,fuel; fuel assembly; nuclear; nuclear reactor; energy production; neutron; line inspection; detector; neutrons; assembly,https://patents.google.com/patent/RU2068205C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2068260-C1,Eye drops,"FIELD: medicine, ophthalmology. SUBSTANCE: eye drops have the main active component - 3,4-dihydro-2,8-diisopropyl-2-thioxo-2H-1,4-benzoxazine-4-ace- tic acid or its pharmaceutically acceptable salt and cyclodextrin. Drops can contain additionally water-soluble polymeric compound and chelating agent or boric acid taken at the definite weight ratios. This medicinal form does not cause eye irritation, its stable at storage. EFFECT: enhanced quality of eye drops. 7 cl, 5 tbl",Patent for an invention or claims of a patent for an invention (first level),Russia,A61K47/6951; A61K31/535; A61K9/0048; A61K47/40; A61K31/538; A61P27/02; B82Y5/00; A61K47/6951; A61K47/40; A61K31/538; A61K9/0048; A61K31/535; B82Y5/00; A61K31/535,A61K47/6951; A61K47/6949; A61K47/69; A61K47/50; A61K47/00; A61K; A61; A; A61K31/535; A61K31/395; A61K31/33; A61K31/00; A61K9/0048; A61K9/0012; A61K9/00; A61K47/40; A61K47/36; A61K47/30; A61K31/538; A61K31/5375; A61P27/02; A61P27/00; A61P; B82Y5/00; B82Y; B82; B,A61K47/6951; A61K47/6949; A61K47/69; A61K47/50; A61K47/00; A61K; A61; A; A61K31/535; A61K31/395; A61K31/33; A61K31/00; A61K9/0048; A61K9/0012; A61K9/00; A61K47/40; A61K47/36; A61K47/30; A61K31/538; A61K31/5375; A61P27/02; A61P27/00; A61P; B82Y5/00; B82Y; B82; B,composition; cyclodextrin; compound; eye drops; drops; water; contain; eye; sodium; chelating agent,https://patents.google.com/patent/RU2068260C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2069582-C1,Arrangement for recombination of hydrogen and oxygen,"FIELD: equipment for nuclear power plants. SUBSTANCE: flat recombiner of hydrogen and oxygen has catalytic members 1 through which gas-steam mixture is transported, which contains hydrogen to be removed, and housing 2 surrounding and supporting flat members 1. According to invention, housing 2 is provided with at least one always opened gas inlet orifice 3 and at least one for removal of gas 4, the two orifices being interconnected through a gas duct situated inside the housing 2. Catalytic flat members are also situated inside the housing 2 and join the gas duct downstream from orifice 3. Dimensions of housing 2 are preferably close to those of a room heat radiator, gas inlet orifice 3 being positioned in its lower section oriented preferably downwards ant that of gas outlet 4 in upper region of front wall 2a of housing 2. Arrangement enables creation of a double system including catalytic and spark lighters of hydrogen. EFFECT: facilitated hydrogen ignition. 28 cl, 12 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,Y02E30/30; Y02E30/30; G21C19/317; G21C19/317; G21C9/06; C01B5/00; B01J12/007; C01B5/00; G21C9/06; B01J12/007,Y02E30/30; Y02E30/00; Y02E; Y02; Y; G21C19/317; G21C19/30; G21C19/28; G21C19/00; G21C; G21; G; G21C9/06; G21C9/04; G21C9/00; C01B5/00; C01B; C01; C; B01J12/007; B01J12/00; B01J; B01; B,Y02E30/30; Y02E30/00; Y02E; Y02; Y; G21C19/317; G21C19/30; G21C19/28; G21C19/00; G21C; G21; G; G21C9/06; G21C9/04; G21C9/00; C01B5/00; C01B; C01; C; B01J12/007; B01J12/00; B01J; B01; B,bodies; paragraphs; gas; flat; catalytic; housing; hydrogen; flat bodies; gas inlet; catalyst,https://patents.google.com/patent/RU2069582C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2073257-C1,Small-sized induction converter,FIELD: electrical engineering. SUBSTANCE: induction converter is using as receiver of nonstationary magnetic fields while geoelectric prospecting. Induction converter has many turn made receiving loop connected to metering unit by preamplifier using. Preamplifier input and output are protected by inductive filters made like ferromagnetic ring cores with two parallel windings connected in series to signal and ground terminals. Filter makes higher impedance for high frequency current and decreases natural and artificial scattering alternative fields action. EFFECT: better noise immunity of measurements. 3 dwg,Patent for an invention or claims of a patent for an invention (first level),Russia,,,,preamplifier; small; induction converter; noise; loop; output; signal; meter; converter; sized induction,https://patents.google.com/patent/RU2073257C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2074682-C1,Method to correct visual disorders after cataract extraction and presence of maculodystrophy,"FIELD: medicine, ophthalmology. SUBSTANCE: implantation of artificial crystalline lens of - 8.0 to - 25.0 diopter optical power is conducted followed by subsequent refraction correction by positive lens with the help of spectacles with alternating vertex interval within 12-35 mm by lens removing. EFFECT: higher efficiency. 1 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,lens; cataract extraction; glasses; maculodystrophy; vertex distance; optical power; diopters; visual acuity; visual disorders; correct visual,https://patents.google.com/patent/RU2074682C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2078169-C1,Construction of pedestrian crossing overpass,"FIELD: construction, particular, construction of pedestrian crossing overpass, applicable in places of crossing of crossing of intensive pedestrian and transport traffic in various cities of the world, and also in construction of building under conditions of shortage of the city land areas. SUBSTANCE: construction of pedestrian crossing overpass includes horizontal passage platform made in form of cover over the crossing secured on supports which are installed on the lines separating the transport traffic, their crossings and on the corners of side-walks, and inclined platform installed on the corners of side-walks. Inclined platform are equipped with escalators and outside safeguards. A building is erected on the horizontal platform - cover. Building first floor is designed for passage and servicing of pedestrians, and the other floors are used for various purposes. EFFECT: provision of safe and convenient pedestrian traffic from the corners of side-walks of crossing roads to any other corners, safe and continuous traffic of transportation facilities through crossing and application of pedestrians overpasses for erection of building with minimum use of city land areas. 2 cl, 3 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,crossing; corners; pedestrians; construction; platform; pedestrian; building; movement; intersection; sidewalks,https://patents.google.com/patent/RU2078169C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2078916-C1,Composition for treatment of oil deposit,"FIELD: oil producing industry, particular, compositions for treatment of oil deposits. SUBSTANCE: composition for treatment of oil deposit contains bacteria oxidizing hydrocarbons, culture medium , mineral additive and water. Culture medium is used in form of organic fertilizer, and mineral additive is used in form of diammonium phosphate with the following quantities of components, mas.%: hydrocarbon-oxidizing bacteria 0.02-0.6; organic fertilizer 1.0-2.0; diammonium phosphate 0.05-0.15; the balance. water. EFFECT: increased sweep of formation due to growth of bacterium cells and increased degree of displacement of residual oil due to producing directly in formation of oil displacing agents. 1 tbl",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,oil; composition; water; organic fertilizer; treatment; diammonium phosphate; formation; mineral additive; hydrocarbon; growth,https://patents.google.com/patent/RU2078916C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2079573-C1,Method of semitransparent rhodium films production,"FIELD: microelectronics, method is used to increase radioelectronic pieces wearability and to provide stable glittering of jewelry pieces. SUBSTANCE: surface of base is subjected to thermal vacuum treatment and rhodium-bearing compounds (acetyl acetonate, dicarbonylacetylacetonate or dodecarbonyl of tetrarhodium) vapors dissociation is carried out. After strengthening thermal treatment semitransparent rhodium film of 0.1-1.0 mcm thick, 9.1-9.4 of Mohs hardness scale, 13-17 kgf/cm adhesion and reflection factor of 91.2-97.3 %. EFFECT: increased radioelectronic pieces wearability and jewelry pieces glittering stability. 3 cl, 2 tbl",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,rhodium; residual pressure; carried out; minutes; dissociation; substrate; containing compound; sublimation; films; pieces,https://patents.google.com/patent/RU2079573C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2079915-C1,Method of manufacture of magnetic cores,"FIELD: electrical engineering, manufacture of transformer magnetic systems; in high-frequency transformers with magnetic cores of amorphous magnetically soft and microcrystalline alloys characterized by low hysteresis and eddy-current losses. SUBSTANCE: the method consists in winding of magnetic core from band, annealing, coating with synthetic resin, hardening, cutting, and mechanical lapping of magnetic core end faces in a mandrel. Annealing is carried out in conditions providing for the initial stage of embrittlement of magnetic core material for time period τ ann. ≥ τ emb.  at temperature T ann. &lt; T cr. , where: τ ann.  0 annealing time, s; τ emb. -time of embrittlement of magnetic core material, s; T ann.  - annealing temperature, C; T cr.  - crystallization temperature of magnetic core material, C. EFFECT: enhanced quality of magnetic cores by increasing the level of their electromagnetic characteristics.",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,annealing; magnetic; magnetic core; ann; embrittlement; temperature; time; core material; magnetic cores; magnetic circuit,https://patents.google.com/patent/RU2079915C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2080045-C1,Method for hydraulic cutting of agricultural materials,"FIELD: material cutting equipment. SUBSTANCE: method refers to technology of treating and cutting of various structural materials by high-pressure jet of liquid or its mixture with other substances (abrasives, polymeric additives) and can be widely used for cutting, cutting-out and production of parts of various configurations, and also in cleaning and finishing surfaces of parts and devices. According to method, high-pressure working jet is discharged from nuzzle unit of hydrocutting equipment for action upon object moving relative to working jet, and value of feed $$$ of object to be treated relative to working jet is determined by formula: $$$, m/s, where : - diameter of cutting working jet, m; V - velocity of working jet, m/s; $$$ - density of working jet, kg/cub.m; n - expected number of passes; $$$ - shearing strength of material of object to be treated, n/sq.m; H - thickness of object, m; K - i - 1.9 - experimental coefficient depending on value n. EFFECT: increased speed and productivity in cutting high-strength materials. 1 tbl",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,jet; cutting; working fluid; working; working jet; agricultural; pressure; hydraulic cutting; value; relative,https://patents.google.com/patent/RU2080045C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
RU-2080185-C1,Process of cleaning of gas from dust in two-zone electric filter and device for its realization,"FIELD: gas cleaning. SUBSTANCE: shaking of grid of charger of electric filter is carried out separately from shaking of corona- forming and depositing electrodes. Weight of grid of charger is measured continuously and in case of diminished increment of weight of grid and work of depositing electrodes of field of electric filter under mode of gas cleaning grid of charger is shaken by its smooth lifting and sudden shedding or shaking of grid is performed after definite equal time intervals. Charging of dust particles is conducted in front of each field and after last field in path of gas they are slowed down and brought out of gas flow. Systems of suspension of corona-forming electrodes and charger in gas cleaning device are made separate, independent of each other. Outputs of resistance strain gauges mounted on tie- tods of charger and inhibition unit are connected to inputs of units for lifting and shaking of grid through unit controlling shaking of grid. Output of unit controlling shaking of depositing electrodes is connected to input of inhibition unit. Grids of charger are positioned in front of each field of electric filter. Charger can be made in the form of several grids anchored on one suspension and separated by grounded grids and can be fitted with diode connected to field and independent high-voltage power supply source. Slowing down grid can be mounted at outlet of filter after its last field. EFFECT: increased cleaning efficiency. 13 cl, 6 dwg",Patent for an invention or claims of a patent for an invention (first level),Russia,,,,grid; shaking; field; charger; electrodes; gas; electrostatic precipitator; corona; charging; suspension,https://patents.google.com/patent/RU2080185C1,,,,,,,,Google Patents Public Data,LIVE_DATASET
